text	label	proposed_label	confidence	final_label
Film je bio jedan od onih “ toliko loših da je to smiješno za filmove ” a trebalo je da bude ozbiljan SCi-FI , ali ispostavilo se da je upravo suprotno .	0			
Krivili su što je karakterizacija likova slabo uraðena , što su performansi užasni , ma brdo problema na odnosu izmeðu publike i filma .	0	1	0.16935325347707852	0
Volim hemiju meðu gvardijanima i bilo je vrlo slatko ponašanje Baby Groota .	2	1	0.20963434704061104	2
Tvoj izbor .	1			
Ocjena na IMDb.com mu je 6,5 / 10 a na Tomatoesima slabih 20% .	1			
Kako djeca poèinju odrastati , njihove moæi postaju oèite jer se potreba da postanu superheroji pretvara se u hitnu stvar .	1			
Nažalost .	0	1	0.19049049255151365	0
A onda , film ima nevjerovatno dobre i unikatne likove , neke duhovite , neke otkaèene a neke pomalo bolesne ali svi zajedno èine nevjerovatno ekipu koja æe olako kupiti svoju publiku .	2	1	0.22842930845220177	2
U suštini , od velike ideje i pompe , ovo je ostao jedan mali prosjeèni robotski film .	1			
Ocjena na IMDb.com mu je srednjih 6 / 10 a na Tomatoesima malih 21% .	0	1	0.15393308563378866	0
O toj jasnoæi poruke , sasvim simbolièno govori i poster iz drugog nastavka ” The Purge : Anarchy ” koji je proglašen jednim od najboljih postera 2014 . godine .	1			
Ozark ( 2017 )	1			
Osjetio sam da bi Ian Ziering ( originalna serija Beverly Hills 90210 ) mogao biti prikladniji u sklopu glavne glumaèke uloge , buduæi da je njegova uloga bila vrlo važna .	1			
Redatelj : Nacho Vigalondo	1			
Film otkriva kako je Koko postao detektiv i da su on i njegova družina uspjeli riješiti prve sluèajeve misterioznih pljaèki koje su narušile ljetni odmor i idilu na Zelenom vrhu .	2			
Kada otac otkrije da njegov sin ima neobiène super moæi , daju se u bijeg od vlade i zaluðenih fanatika koji se žele doèepati njegovog sina .	1			
Ako ste proèitali ocjenu kritike ( manje od 20% ) , osjeæao se kao film koji je bio toliko loš da ga uopæe nije vrijedno gledati .	0	1	0.0545049162324812	0
U kinima od :	1			
Naravno , tamni stil svakako je bio vrlo zanimljiv i iznenaðujuæe odgovara svima .	2			
Dok ga sam ga tako sinoæ gledao , govorim u sebi : “ ma neæeš biti cjepidlaka , odgledaj ga do kraja , možda ti se i svidi ” , ali srce na jednu stranu , a razum na drugu , pa se naðoše u sredini da oboje donosu koncenzus da æe bježati ubuduæe , k ’ o ðavo od krsta , od ovakvih filmova .	0	1	2,19E-17	0
Ne , ništa od toga , nego nova obrada ‘ Fantastiène èetvorke ’ , koja je u najavama izgledala fenomenalno , mnogo bolje od onoga što je u 2005 . i 2007 . s Jessicom Albom i ekipom djelovalo kao komedija sa superherojima , no u realnosti ‘ Fantastic Four ’ je èista – dosada .	0			
Dorothy ( Adria Arjona – The Belko Experiment ) bila je medicinska sestra koja je živjela u vrlo malom gradu Lucasu u Kansasu , SAD-u , s njezinim posvojiteljima zvanim teta Em i stric Henry .	1			
Datum izlaska : 04.10.2017 ( svjetska premijera )	1			
Gledanje ovog filma u velikom studiju sa zvuènim sistemom Dolby Atmos bilo je vrlo zadovoljavajuæe , jer se teror osjetio više s velikom ajkulom na ekranu .	2			
Na 75 miliona dolara , film trenutno teži više od 403 miliona .	2	1	0.25032227536252943	1
Pobješnjeli Max : Divlja cesta ( 2015 )	1			
Sve u svemu , ako tražite novu policijsku proceduralnu dramsku seriju , s glavnim likom koji je bio prilièno šarmantan , u partnerstvu s mladim detektivom za ubojstva žena , ali bez glavnog golemog luka koji bi se riješio u višestrukim godišnjim dobima , onda biste sigurno mogli dati ovo probati .	1			
Moji omiljeni trenutci zasigurno bi bilo vrijeme kada æe vulkan izbijati , kao i završni trenutci koji su zaista bili nevjerovani i uzbudljivi .	2	1	0.21168367010243053	2
Za nekoga ko nikada nije èuo za Sylvester Stallone-a , Arnold Schawrzenegger - a ili bilo kog drugog glumca iz ove ekipe , a takvih je definitivno malo , ovaj film bio bi samo još jedan u nizu besmislenih akcija .	0			
USS Discovery predvodio je nekonvencionalan i tvrd kapetan Gabrial Lorca ( Jason Isaacs – serija Brotherhood , filmovi Harryja Pottera itd . ) .	1			
U svakom sluèaju .	1			
Godina : 2018	1			
Dakle , glavni problem je bio manjak komedije , a višak akcije , što je nemoguæe za zamisliti zbog reditelja koji stoji iza ovog filma i zbog ekipe koju je poslio , jer je on poznat dobro kako barata tim žanrovima i odlièno ih komponuje , no sam ga ðavo natjera da uradi nešto zbog èega æe pljuvati , a što neæe biti vrijedno pljuvanja .	0	2	0.0009608788542454701	0
Isto k ’ o što mi je misterija život poslije smrti , univerzum i njegove besoknaènosti , tako mi isto nije jasno kako se nekom ovaj film može dopasti , odnosno , šta im se zapravo kod filma sviða .	0	1	0.19026968114059226	0
Meðutim , meðu nekim prièama je ta veza zaista minorna , do te mere da su neke prièe suvišne .	0			
Jedan mali detalj koji sam takoðer volio bio je vidljiv u prijelazima , a poèetni krediti su da svaki lik dobiva odreðenu boju da bi ih predstavio u tim situacijama .	1			
Izuzev prièe je meðutim teško oteti se utisku da sam film , po mnogim aspektima , vrlo podeæa na film Mr.Nobody ( 2009 ) , iako ideja zapravo nije savim ista .	1	2	0.301026116444312	1
To je bilo neuobièajeno , glas muka objašnjava , zbog èinjenice da nijedna od tih žena nije bila trudna kad je prvi dan poèeo .	0	1	0.17857515042156352	1
A Callis je sjajna u ulozi .	2	1	0.21757051691005494	2
Pogledao sam na internetu i bio je iz mladog romana s istim naslovom Alexandra Bracken .	1			
A kada se , i to prilièno eksplicitno , pokaže kako su svi oni bili izloženi godinama i desetljeæima manipulacije , nasilja i zlostavljanja , a gledatelji istovremeno budu izmanipulirani da u njima vide ili ljudska biæa ili novu razinu evolucije , neumitni ustanak se èini opravdanim .	0			
On ima nevjerojatnu snagu , sposobnost prilagodbe i stalno se razvija .	1			
Žanr : Akcija | Romansa | Sci-Fi	1			
Thomas Brodie-Sangster , Rosa Salazar , Giancarlo Esposito , Patricia Clarkson .	1			
– … )	1			
Pronaðite ih sve u ovom filmu s morskim psom znanstvene fantastike .	1			
Geostorm ( 2017 )	1			
Barem su bili dio Gruovih misija i zlih planova u prva dva , ali sad su ih odvojili od njega , a film se svakako èesto svodi na njih kako bi mogli pokazati svoju smiješnu stranu .	1			
Sada oni koji od vas koji nisu slijedili Alienove filmove , ovaj je film bio izravan nastavak Prometheus released objavljenog 2012 . godine .	1			
Godina 2015	1			
DonLP : Miette u njenoj crvenoj haljinici koja toliko odskaèe od tmurnog ostatka .	1			
Inspirisan Japanom ili Kinom , s obzirom da je radnja sva ispunjena motivima koji aludiraju na istoènu Aziju , film veoma spretno i smjelo upražnjava termin ” avanturistièka porodièna prièa ” , s obzirom da vas svojim , ponekad strašnim , ali zanimljivim , mudrim i komiènim likovima vodi na jedan predivan put pun prepreka , izazova i životnih raskrsnica koji nas na kraju dovodi do jedne univerzalne poruke kojom se može okoristiti svaki pojedinac ( doduše , stariji pojedinac , s obzirom da kombinovanjem spiritualnosti , magije , origamija i zlih duhova , djeci možda bude pretežak i konfuzan )	2			
Za razliku od prvog dijela od prije tri godine , koji je nekako bio smireniji , nekako više tip filma za obitelj , koji nije toliko eksperimentisao sa nekim stvarima , ” Planet majmuna : Revolucija ” , sada donosi više akcije , više nasilja , ali pored toga , inteligentnije je i u veæini sluèajeva igrat æe na kartu emocija pa sumnjam da æe osjeæajne osobe moæi gledati a da se ne zagrcnu par puta pred kraj .	1			
U tome , doduše , danas više nije sam , ali time što je prokrèio put za AMC , Netflix i druge studije , odnosno time sebi može priuštiti da izbaci 100 milijuna dolara ili druge donedavne nezamislive svote na pilot ili gotove sezone TV-serije se istièe u mnogo èemu na isti naèin na koji se u zlatna hollywoodska vremena MGM , poznat po svojim raskošnim mjuziklima i filmskim epovima “ veæim od života ” isticao meðu drugim poslovnim carstvima losanðeleske tvornice snova .	1	0	1,49E+06	2
Zemlja : SAD	1			
Dok se bivši možda neæe pojaviti u drugoj sezoni , njegov nestanak na kraju prve , miješanja sa Elliot i njegovim saveznicima .	1			
Danas , evo npr . ovaj .	1			
Sada je treæi dio bio vrlo jedinstven i pružio nam je toliko iznenaðujuæih obrata .	2			
Trajanje filma : 01 : 55 : 00	1			
Iskreno mislim da bi mu svakako trebali dati priliku .	2	1	0.1812831172629569	2
Tvoj izbor .	1			
Svi oni imaju svoje dužnosti kako bi osigurali da je sve u redu u parku .	1			
David Yates je reditelj filma poznat po nekoliko dijelova ” Harry Pottera ” .	1			
Svi dokazi i argumenti tužilaštva su protiv Naza , ali Stone traži one koji su zapravo imali motiva da ubiju Andreu .	0	1	0.1457526540507816	1
Mraèan , hrðavi mehanièki svijet oživljava pred našim oèima i djeluje opipljivo realno .	1			
Citat za pamæenje ?	1			
DonLP : Definitivno gledati u mraènoj prostoriji tako da rijetki trenuci svjetla budu još izraženiji .	1			
Andy Garcia je neprepoznatljiv i njegovo prisustvo , kao i Marie Bello je potpuno neiskorišteno .	0			
Mnogi smatraju da je ovaj drugi dio prožao nezapaženo i ostao potcjenjen , ali ako se snimi još jedan nastavak , mislim da æe ovo biti najbolja animirana trilogija ikada .	2			
Iako podcijenjen i vjerovatno slabo poznat , upravo je još jedan razlog zašto ga treba pogledati .	2	1	0.1791922668420617	2
Naèin na koji napadaju , a posebno zvuène efekte i njihove jezive glasove prilikom komuniciranja bili su strašni .	0			
U filmu je takoðe zanimljivo posmatrati transformaciju likova pod posebnim okolnostima , kao što su ove , u sluèaju borba za goli život .	1			
Ocjena : 5 / 10	1			
Vjerujem da æe ovo biti zadnji film prije pauze koju definitivno trebam uzeti jer me èeka brdo obaveza i dešavanja .	1			
A onda ulaze i razni lingvistièki struènjaci i zabavljaèi koji nam daju èinjenice i mišljenja o psovkama i njihovoj etimologiji .	1			
Onda imamo Merritt Wever kao Mary Agnes , jednu od mnogih žena Le Belle .	1			
Opæenito mislim da je film bio prilièno zabavan i ugodan , da nije pretjerivao .	2			
Uvijek istièem na recenzijama animiranih filmiæa da mi je milo pogledati jedan , još ako je komedija , onda se baš upustim i opustim uz njeg , a zamislite kad je uz sve to film još i dobar , kao što je ovaj bio .	2	1	0.2835953897964886	2
Epix je htio i dio komadiæa novca “ Bat ” i naruèio Pennyworth , seriju prethodnica iz 1960 - ih u Londonu , koja se bazirala na Alfredu Pennyworthu u njegovim predbalkenskim danima kada je bio vojni heroj tajne službe i osnovao vlastitu sigurnosnu tvrtku .	1			
Èinilo se da su dobili hrabrost nakon smrti Supermana .	2	1	0.22399611983797268	1
Da li je Max je mogao pomoæi svom brati sa zemlje ?	1			
I da , da napomenem , 5 minuta filma u šumi u kamp prikolici je odraðeno maestralno , a pogledajte film da biste vidjeli zašto , ne zbog situacije ili radnje , nego zbog atmosfere koja totalno ponese u trenucima koji su jako kratki ali puni utisaka .	2	1	0.14017322715218408	2
To znaèi da dobiva “ peèat odobrenja ! ” .	2	1	0.24796893347755	2
Meðutim , mislim da je bilo predugo .	0	1	0.16934719394080316	0
Takoðe , Nick Fury , Black Widow i Hawkeye se u nekim od pomenutih ostvarenja pojavljuju kao epizodisti .	1			
Otkad svako ima pravo znati gdje smo , a štoviše , zašto bi to trebalo ikoga brinuti ? ?	0	1	0.09666301248244322	1
Upoznao nas je s 3 glavna lika koji su bili zaista zanimljivi zbog svog razlièitog porijekla .	1			
Kao što sam ranije spomenuo , serija je govorila o posjedovanju demona i egzorcizmu koji se odnosi na njih .	1			
Datum izlaska : 08.08.2018 ( svjetska premijera )	1			
Gledajuæi ih kako hodaju , puze , plaze kroz klaustrofobièan podzemni pejzaž ispunjen jedino svjetlošæu baterija osjetio sam svu snagu panike koja mora ovladati iole normalnim ljudskim biæem ( ok , nisam ja baš ogledni egzemplar „ normalnog “ , naprotiv icon wink The Descent ( 2005 ) ) .	2			
Alan Taylor je reditelj filma poznat po nastavku ‘ Thor ’ a i nekim serijama .	1			
Ocjena : 5 / 10	1			
Iskreno , bio sam pomalo sumnjièav jer se èinilo da djeluje poput natprirodnog tipa horora , ali jednom kad sam je poèeo gledati , to je bilo drugaèije od onoga što sam oèekivao .	1			
Btw , nije bilo referenci ni za jednu knjigu , film , što bi znaèilo da je rijeè o originalnoj seriji .	1			
I moram reæi da sve to radi èudesno .	2	1	0.2003071583638292	2
Ali da ne cijepidlaèim , ovo repriziranje uloga ne može utjecati na kvalitet filma .	1			
Nakon ubrzane prve polovice , odnosno nakon što Ben Hur završi na brodici , poèinje prava stvar .	1			
Jason Statham nije izvodio niti jednu uobièajenu vještinu borilaèkih vještina , ali mislio sam da je to prilièno osvježavajuæe dok se èinilo kako uživa u igranju ove uloge .	2			
Prièa je takoðer osjetila vrlo veliku vezu s osobito Daredevilom , što je uèinilo još više uzbudljivijim .	2	1	0.2587303794187976	2
Ocjena : 4 / 10	1			
I Hua Xiaolan ( Bai Baihe – Go Away Mr .	1			
.	1			
U glumaèkoj ekipi nalazimo Audrey Tautou u ulozi supruge .	1			
Sedam godina nakon režiranja Stretch ( 2014 ) – komedije-drame u produkciji Jasona Bluma , koja ukljuèuje izvedbe Patricka Wilsona , Chrisa Pinea i Jessice Albe .	1			
Žanr Serije : Western	1			
Krenuli su sa ‘ Iron Man ’ - om te ‘ Hulk ’ - om , te 2011 . ambicizono izbacuju i ‘ Captain Americu ’ i ‘ Thora ’ i naravno , u svemu tome bivaju odlièni pa se ne zaustavljaju u pravljenju superherojskih filmova .	2	0	0.22059986121164507	2
Prije nego što je izašao , plasiran nam je jedan fini trejler koji je podgrijao ljubitelje animacije i obeæao dosta dobar film .	2	1	0.2632129634265672	2
Ovaj film trajao je više od dva sata , za koje mislim da je uhvatio bit zakljuèivanja cijele prièe .	2			
Tu recenziju možete pogledati na ovom linku http : / / dftm.blogger.ba / arhiva / 2012 / 07 / 23 / 3349087 .	1	2	0.24714522476570186	1
Banda iz Baker Streeta – The Irregulars 2021 Sezona 1 ( TV SERIES ) Recenzija Serije	1			
Jednako dobra bila je i njena kolegica Laura Dern , koja je glumila njenu majku a koja je takoðe osvojila nominaciju za Oskara .	2			
Radnja prati starca Damiana koji boluje od malignog tumora i nije mu još puno ostalo .	1			
Postavljen 1987 . godine , Charlie ( Hailee Steinfeld – Spider-man : In the Spider-verse , The Edge of Seventeen itd . )	1			
Seriju su stvorili Douglas Petrie i Marco Ramirez , a napisao / režirao je cijeli niz razlièitih ljudi .	1			
Ali oni imaju mnogo više zajednièkog , kao što æe uskoro otkriti .	1			
Štoviše , Godzilla protiv Kong-a produbljuje dalje u Hollow Earth , što je intrigantno i vizualno upeèatljivo .	2			
"Kad veæ pominjem umjetnost , ” Arrival ” je umjetnost ; zahtjeva pažnju i vrijeme , polako ulazi pod kožu , a kad uðe tamo ostaje i oèarava nevjerovatnim prizorima pejzaža gdje su se odlièno utopili i soundtrack i svaki drugi zvuk ."	2			
Pronaðite sve ovo i još mnogo toga u ovom najnovijem filmu Spider-Man .	1			
Cranston glumi uvaženog suca po imenu Michael Desiato koji je dobrodušan i ozbiljno shvaæa pravdu , èak ponekad i sam istražuje prièe svjedoka .	1			
Kasnije se sastala s biologom po imenu Alec Holland ( Andy Bean – It 2nd Chapter , Power TV serija i sl . )	1			
Ali æe ipak imati svoju publiku jer ima epskih scena , i kao što sam veæ naveo , smiješan je , zabavan , uzbudljiv i nimalo dosadan .	2			
Ali to je zapravo bio put prema pronalaženju loše osobe koja je bila glavna atrakcija .	1			
Tako sada imamo našu cyberpunk prièu .	1			
Uz èaroliju , tajnoviti je element bio i vrlo jak , vezan za tajnu Keyhouse-a i povijest Rendela Lockea .	1			
Ali neæe biti nimalo lako , cijela flota kraljevskih leteæih brodova i mnogih drugih kraljevskih mehanièkih izuma .	1			
Na Metacriticu ima rezultat od 72 / 100 .	1			
S obzirom da je ovo još jedan zajednièki projekat Plaze i Efrona , neko naivan bi oèekivao napredak i nešto kvalitetnije , no nisu napravili nikakav pomak od ” Dirty Grandpe ” .	0			
Godina 2016	1			
plus najmlaði Bodea ( Jackson Robert Scott ) preseli se u Rendell-ov stari obiteljski dom zvan Keyhouse u malom gradu Mathesonu .	1			
Vjerujem da æe ovo biti zadnji film prije pauze koju definitivno trebam uzeti jer me èeka brdo obaveza i dešavanja .	1			
To je izazvalo ljutnju i bijes ljudi kompetentnih da se ljute i bune , ali meni nejasno bi , èemu negodovanje kad smo prošle godine imali rimjekove filmova tipa ” Jurski park ” i ” Poltergeist ” i niko nije dizao toliku buku .	1			
